,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,Tb1,Tb2,TbD,Tbd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,Phase
2785,31.58,19.4471,19.8546,0.6287,0.1248,0.1193,0.0236,0.189,0.009,0.1203,0.1166,0.0178,0.1483,0.0077,72.3491,40.9761,51.2301,0.7081,9.598,6.6254,4.8067,0.5008,0.7706,0.7329,0.2059,0.2672,1.8768,1.8497,0.2556,0.1362,2.0506,2.02,0.2657,0.1296,9.22,8.7379,2.2117,0.2399,33.377,20.4278,34.4445,1.032,8.3513,8.2237,1.1736,0.1405,18.189,17.9194,2.5067,0.1378,24.2945,22.2308,8.9148,0.3669,2364.17,2101.6658,911.1072,0.3854,4.04,3.681,1.0947,0.271,22.4426,19.5142,5.622,0.2505,115.9,111.0517,27.223,0.2349,7.82,7.1713,1.8835,0.2409,3790.95,3593.535,1006.3893,0.2655,2.0,0.28,5.54,0.2558,0.0358,0.7084,4.718,4.7147,0.126,0.0267,-22.288,0.8181,0.4576,-18.2347,-10.1994,-8.3445,2
2786,30.64,19.2708,18.9143,0.6173,0.124,0.1188,0.023,0.1852,0.0088,0.12,0.1164,0.0177,0.1474,0.0077,69.851,40.5926,48.7163,0.6974,9.3892,6.5723,4.6031,0.4903,0.7676,0.7299,0.2063,0.2688,1.8764,1.8492,0.2557,0.1363,2.041,2.0113,0.263,0.1289,9.28,8.8235,2.1637,0.2332,32.9928,20.1518,34.5268,1.0465,8.3517,8.224,1.1734,0.1405,18.1782,17.9079,2.5103,0.1381,24.4076,22.39,8.8469,0.3625,2325.63,2075.9301,894.598,0.3847,4.0,3.6585,1.0583,0.2646,22.4534,19.5211,5.626,0.2506,114.42,110.0126,26.0085,0.2273,7.88,7.2289,1.8723,0.2376,3736.35,3556.7616,961.9228,0.2574,2.0,0.28,5.6,0.2538,0.0355,0.7107,4.721,4.7179,0.1237,0.0262,-22.0416,0.787,0.4522,-17.3475,-9.9668,-7.8442,2
2787,27.72,19.3548,10.3384,0.373,0.1233,0.1182,0.0224,0.1818,0.0086,0.1203,0.1166,0.018,0.1492,0.0077,59.6091,40.0231,24.122,0.4047,8.222,6.3532,2.4825,0.3019,1.0897,1.0536,0.175,0.1606,1.8806,1.8506,0.2636,0.1401,2.0496,2.0282,0.2244,0.1095,9.76,9.1463,2.32,0.2377,34.3102,22.1114,33.8453,0.9864,8.0372,7.8727,1.3179,0.164,18.6386,18.3695,2.4466,0.1313,16.7142,13.0221,11.9054,0.7123,2255.05,2050.9139,780.8231,0.3463,3.92,3.6364,0.8681,0.2215,23.2106,19.9733,5.9805,0.2577,105.522,101.9235,20.8118,0.1972,8.36,7.4442,2.3559,0.2818,3687.31,3566.0931,719.9953,0.1953,1.8,0.28,6.28,0.2153,0.0335,0.7512,4.959,4.9342,0.3334,0.0672,-25.6144,0.8714,0.4633,-22.32,-11.8673,-10.341,2
2788,28.28,19.5349,10.7108,0.3787,0.1245,0.119,0.0232,0.1864,0.0089,0.1208,0.117,0.0182,0.1507,0.0078,61.0994,40.4515,25.1484,0.4116,8.274,6.3764,2.5096,0.3033,1.0733,1.033,0.1868,0.174,1.8734,1.8424,0.2675,0.1428,2.0596,2.0382,0.2235,0.1085,9.6,8.9286,2.4331,0.2534,34.8914,22.6316,33.6754,0.9651,8.0153,7.8477,1.3289,0.1658,18.5586,18.2781,2.493,0.1343,16.9182,13.227,11.8457,0.7002,2301.77,2090.9443,782.8393,0.3401,3.96,3.663,0.8935,0.2256,23.1302,19.9223,5.955,0.2575,107.414,103.5183,21.5164,0.2003,8.2,7.2993,2.3749,0.2896,3756.35,3623.0878,750.7261,0.1999,1.76,0.28,6.16,0.2146,0.0341,0.7512,4.925,4.8971,0.3549,0.0721,-26.712,0.9141,0.4729,-24.4187,-12.6332,-11.5485,2
2789,21.575,16.0,8.1421,0.3774,0.1159,0.1123,0.0177,0.1524,0.0069,0.1162,0.1129,0.0168,0.1441,0.0069,46.4964,33.1416,18.4964,0.3978,6.7181,4.5557,3.0871,0.4595,0.8794,0.7909,0.3154,0.3587,1.9125,1.8837,0.2598,0.1359,1.984,1.9609,0.2379,0.1199,10.625,10.1818,2.3419,0.2204,37.3245,21.5348,35.8377,0.9602,8.4353,8.3031,1.1909,0.1412,18.0472,17.7377,2.6757,0.1483,28.7712,26.0048,10.079,0.3503,2062.225,1905.7971,740.3525,0.359,3.525,3.3103,0.7412,0.2103,21.4874,18.6352,5.7612,0.2681,112.75,109.9478,19.1517,0.1699,7.375,6.4,2.3419,0.3175,3424.3,3386.7194,388.9081,0.1136,2.0,0.65,4.725,0.2712,0.0881,0.6407,4.7713,4.7687,0.1112,0.0233,-39.06,0.8549,0.4324,-33.3921,-16.8888,-14.4381,2
2790,30.9,18.8847,19.5522,0.6328,0.1239,0.1183,0.0238,0.1918,0.0088,0.1197,0.1158,0.0183,0.1526,0.0076,70.6308,39.7099,50.3357,0.7127,9.427,6.4533,4.7624,0.5052,0.7751,0.7352,0.2116,0.273,1.884,1.8551,0.2631,0.1396,2.0525,2.0213,0.2686,0.1309,9.3,8.8112,2.2383,0.2407,34.193,20.5103,35.4351,1.0363,8.3853,8.2497,1.2076,0.144,18.2566,17.9701,2.5806,0.1414,24.5906,22.43,9.1299,0.3713,2365.45,2102.0661,913.064,0.386,4.0,3.6364,1.0954,0.2739,22.285,19.2283,5.7869,0.2597,115.45,110.805,26.6242,0.2306,7.8,7.1287,1.9131,0.2453,3774.65,3585.2996,984.5734,0.2608,2.0,0.3,5.5,0.2564,0.0385,0.7051,4.7225,4.7191,0.1279,0.0271,-23.46,0.8188,0.4846,-19.2092,-11.3678,-9.308,2
2791,20.6,15.5556,7.7227,0.3749,0.1194,0.1149,0.02,0.1675,0.0077,0.1153,0.1122,0.0163,0.1417,0.0068,43.7179,32.0006,17.1835,0.3931,5.9113,4.2257,2.6695,0.4516,0.5667,0.2217,0.5651,0.9971,1.8585,1.8207,0.2933,0.1578,1.952,1.9258,0.2527,0.1295,10.1,9.4118,2.8618,0.2833,36.63,19.1059,36.6939,1.0017,8.4564,8.3262,1.1818,0.1398,17.4488,17.0821,2.9136,0.167,22.5568,15.5198,15.066,0.6679,2088.15,1935.4872,730.4573,0.3498,3.5,3.2877,0.7416,0.2119,21.5504,18.6515,5.8558,0.2717,101.08,94.1719,28.9933,0.2868,6.6,5.9259,1.9079,0.2891,3389.85,3346.6981,413.7561,0.1221,2.0,0.7,3.9,0.303,0.1061,0.5909,4.7425,4.7388,0.1335,0.0281,-42.38,0.8865,0.4177,-37.5684,-17.7042,-15.6942,2
2792,21.2,15.9649,7.6525,0.361,0.1204,0.1159,0.0201,0.1667,0.0079,0.1158,0.1126,0.0164,0.1421,0.0069,45.1059,32.9332,16.9847,0.3766,6.1883,4.514,2.569,0.4151,0.5049,0.2082,0.5387,1.0669,1.845,1.8072,0.295,0.1599,1.9485,1.922,0.2539,0.1303,9.8,9.1803,2.7495,0.2806,34.7925,18.1904,36.8705,1.0597,8.4439,8.3128,1.1862,0.1405,17.4409,17.0734,2.9168,0.1672,21.09,14.8063,14.6317,0.6938,2094.35,1943.1181,727.5478,0.3474,3.55,3.3333,0.7399,0.2084,21.8159,18.8394,5.8903,0.27,97.69,91.7054,27.2184,0.2786,6.8,6.1538,1.833,0.2696,3369.65,3326.419,415.8792,0.1234,2.0,0.6,4.2,0.2941,0.0882,0.6176,4.7325,4.7289,0.1325,0.028,-39.21,0.8188,0.4203,-32.1055,-16.4786,-13.4928,2
2793,21.625,16.3351,7.4823,0.346,0.1205,0.1158,0.0204,0.1692,0.0079,0.1148,0.1116,0.0168,0.1466,0.0067,46.161,33.8904,16.4851,0.3571,6.3057,4.5835,2.5399,0.4028,0.3936,0.199,0.4132,1.0497,1.8782,1.8302,0.3279,0.1746,1.983,1.9528,0.2656,0.1339,9.775,9.118,2.8939,0.296,27.6371,4.0971,37.7844,1.3672,8.7295,8.5486,1.3572,0.1555,17.8644,17.4635,2.977,0.1666,266.5371,15.1293,659.2031,2.4732,1926.225,1199.8757,934.2961,0.485,3.575,3.3566,0.7378,0.2064,22.4531,19.3262,5.8691,0.2614,77.5244,1.8446,33.9022,0.4373,7.025,6.5306,1.6045,0.2284,2986.425,2031.7618,1007.3757,0.3373,2.0,0.675,4.35,0.2847,0.0961,0.6192,4.7588,4.7523,0.1785,0.0375,-36.4062,0.7776,0.4473,-28.3112,-16.2839,-12.6632,2
2794,21.9,16.5254,7.4357,0.3395,0.1211,0.1164,0.0203,0.168,0.008,0.1153,0.112,0.0168,0.146,0.0068,46.7827,34.3083,16.3692,0.3499,6.4485,4.767,2.4621,0.3818,0.3787,0.194,0.4109,1.0848,1.8635,1.8174,0.3232,0.1734,1.974,1.9443,0.2645,0.134,9.6,8.9984,2.7821,0.2898,27.9657,4.8115,37.6051,1.3447,8.6649,8.492,1.3332,0.1539,17.7749,17.3786,2.9723,0.1672,216.5677,14.6523,598.0441,2.7615,1963.57,1301.3281,898.4061,0.4575,3.6,3.3803,0.7348,0.2041,22.485,19.3462,5.8799,0.2615,79.5235,2.2933,31.5626,0.3969,7.1,6.6116,1.578,0.2222,3050.95,2197.9731,929.068,0.3045,2.0,0.6,4.5,0.2817,0.0845,0.6338,4.7475,4.7416,0.1706,0.0359,-34.62,0.7306,0.4438,-25.293,-15.364,-11.2247,2
2795,22.175,16.7203,7.3786,0.3327,0.1217,0.117,0.0203,0.1667,0.0081,0.1157,0.1124,0.0168,0.1454,0.0069,47.4045,34.7367,16.2286,0.3423,6.5913,4.9658,2.3733,0.3601,0.3639,0.1892,0.408,1.1212,1.8488,1.8047,0.3178,0.1719,1.965,1.9359,0.2632,0.1339,9.425,8.8818,2.6541,0.2816,28.2943,5.8276,37.422,1.3226,8.6003,8.4362,1.3057,0.1518,17.6855,17.2946,2.9649,0.1676,166.5982,14.2045,525.1388,3.1521,2000.915,1421.5213,859.4002,0.4295,3.625,3.4043,0.731,0.2017,22.5169,19.3662,5.8906,0.2616,81.5226,3.0305,28.8972,0.3545,7.175,6.6946,1.5474,0.2157,3115.475,2393.8016,838.5712,0.2692,2.0,0.525,4.65,0.2787,0.0732,0.6481,4.7363,4.731,0.1616,0.0341,-32.6363,0.6764,0.4397,-22.0745,-14.3501,-9.7061,2
2796,22.25,16.2319,8.5929,0.3862,0.1145,0.1112,0.0169,0.1475,0.0067,0.1159,0.1127,0.0166,0.143,0.0069,46.3345,33.0902,18.3876,0.3968,6.7451,4.5628,3.1058,0.4605,1.2135,1.2075,0.0892,0.0735,1.9463,1.9217,0.2417,0.1242,2.0042,1.9828,0.2293,0.1144,11.3,11.0236,1.8735,0.1658,38.1885,23.0512,35.3295,0.9251,8.2726,8.1209,1.2694,0.1534,18.7818,18.5151,2.4492,0.1304,21.3111,14.2663,15.2225,0.7143,2035.225,1874.2352,751.2342,0.3691,3.525,3.3103,0.7412,0.2103,22.3379,19.1033,6.2603,0.2803,106.4725,102.1728,23.3632,0.2194,8.05,6.7227,2.8102,0.3491,3414.85,3376.1222,394.3715,0.1155,2.0,0.65,5.4,0.2484,0.0807,0.6708,5.075,5.0723,0.1162,0.0229,-38.79,0.8549,0.4257,-33.1612,-16.5126,-14.1165,2
2797,22.2,16.6667,7.2,0.3243,0.1242,0.1188,0.0219,0.176,0.0087,0.1174,0.1138,0.0175,0.149,0.0072,48.0958,34.89,16.06,0.3339,6.9736,5.5404,2.2231,0.3188,0.7647,0.7243,0.2171,0.2839,1.7876,1.7397,0.3294,0.1842,1.8816,1.8403,0.3083,0.1639,8.36,7.6087,2.8125,0.3364,32.6604,19.2286,36.8102,1.1271,7.8864,7.6434,1.5568,0.1974,17.9632,17.6195,2.8148,0.1567,20.7463,16.2709,11.8873,0.573,2294.71,2147.6682,692.745,0.3019,3.68,3.4483,0.7332,0.1992,21.5023,18.5691,5.7058,0.2654,101.616,100.3709,12.2882,0.1209,6.76,6.25,1.8173,0.2688,3253.27,3197.5657,471.4187,0.1449,1.52,0.32,4.92,0.2249,0.0473,0.7278,4.604,4.5938,0.22,0.0478,-31.1808,1.0133,0.4618,-31.5959,-14.4007,-14.5924,2
2798,29.04,18.8623,12.1408,0.4181,0.1281,0.1212,0.026,0.2033,0.0098,0.1215,0.117,0.0199,0.1641,0.0081,64.7516,39.6539,28.4905,0.44,8.2768,6.1653,2.7209,0.3287,0.7886,0.7497,0.2102,0.2665,1.8416,1.8036,0.2976,0.1616,2.088,2.063,0.2383,0.1141,8.72,8.0153,2.6761,0.3069,38.0112,23.66,35.2114,0.9263,8.1376,7.9443,1.4089,0.1731,17.9205,17.5654,2.8507,0.1591,23.5352,20.7818,10.0866,0.4286,2503.03,2285.0695,770.5152,0.3078,4.04,3.6765,0.9992,0.2473,21.9331,18.834,5.8651,0.2674,118.32,115.6202,17.8543,0.1509,7.12,6.5217,1.925,0.2704,3992.47,3838.939,788.0158,0.1974,1.64,0.32,5.16,0.2303,0.0449,0.7247,4.604,4.5903,0.2506,0.0544,-31.7952,1.0133,0.5608,-32.2185,-17.83,-18.0674,2
2799,27.84,18.4932,11.5262,0.414,0.1258,0.1195,0.0249,0.1978,0.0093,0.1206,0.1163,0.0195,0.1617,0.0079,61.7903,38.8471,26.9774,0.4366,8.1696,6.1206,2.6689,0.3267,0.7818,0.7421,0.2128,0.2722,1.852,1.8153,0.2926,0.158,2.0656,2.0398,0.2436,0.1179,8.96,8.3113,2.5531,0.2849,36.7464,22.368,35.6854,0.9711,8.2007,8.0162,1.378,0.168,17.9934,17.6473,2.8164,0.1565,24.0114,21.3916,9.8523,0.4103,2412.79,2196.6165,785.1056,0.3254,3.96,3.6232,0.9583,0.242,21.9931,18.8697,5.8904,0.2678,115.28,112.7485,17.4757,0.1516,7.36,6.7164,1.9571,0.2659,3855.51,3714.6921,764.701,0.1983,1.72,0.32,5.32,0.2337,0.0435,0.7228,4.636,4.624,0.2347,0.0506,-30.1952,0.9743,0.5444,-29.4204,-16.4369,-16.0152,2
2800,27.24,18.314,11.1581,0.4096,0.1247,0.1187,0.0242,0.1942,0.009,0.1201,0.1159,0.0193,0.1603,0.0078,60.3096,38.456,26.0622,0.4321,8.116,6.0984,2.6409,0.3254,0.7784,0.7383,0.214,0.2749,1.8572,1.8213,0.2899,0.1561,2.0544,2.0284,0.2454,0.1195,9.08,8.4677,2.4806,0.2732,36.114,21.7735,35.9033,0.9942,8.2323,8.0526,1.3612,0.1653,18.0299,17.6885,2.7983,0.1552,24.2496,21.7102,9.7242,0.401,2367.67,2154.9092,788.4364,0.333,3.92,3.5971,0.9347,0.2384,22.0231,18.8876,5.9027,0.268,113.76,111.3655,17.0816,0.1502,7.48,6.8182,1.962,0.2623,3787.03,3655.5365,743.3696,0.1963,1.76,0.32,5.4,0.2353,0.0428,0.7219,4.652,4.6409,0.2247,0.0483,-29.2992,0.9422,0.5351,-27.6062,-15.6771,-14.7712,2
2801,26.64,18.1382,10.7439,0.4033,0.1236,0.1179,0.0235,0.1899,0.0087,0.1197,0.1156,0.019,0.1588,0.0077,58.829,38.0726,25.0263,0.4254,8.0624,6.0764,2.6115,0.3239,0.775,0.7346,0.2151,0.2776,1.8624,1.8272,0.2872,0.1542,2.0432,2.0171,0.2467,0.1208,9.2,8.6301,2.4,0.2609,35.4816,21.2098,36.1089,1.0177,8.2638,8.0894,1.3434,0.1626,18.0664,17.73,2.7797,0.1539,24.4877,22.0383,9.5886,0.3916,2322.55,2114.7562,789.1777,0.3398,3.88,3.5714,0.9086,0.2342,22.0531,18.9055,5.9149,0.2682,112.24,110.016,16.5391,0.1474,7.6,6.9231,1.9596,0.2578,3718.55,3598.2354,714.8778,0.1922,1.8,0.32,5.48,0.2368,0.0421,0.7211,4.668,4.6581,0.213,0.0456,-28.3392,0.9007,0.525,-25.5258,-14.8793,-13.4022,2
2802,26.04,17.9658,10.2781,0.3947,0.1225,0.1171,0.0227,0.1849,0.0084,0.1192,0.1152,0.0187,0.1572,0.0076,57.3483,37.6968,23.8538,0.4159,8.0088,6.0546,2.5806,0.3222,0.7716,0.7309,0.2162,0.2802,1.8676,1.8332,0.2842,0.1522,2.032,2.0059,0.2475,0.1218,9.32,8.7989,2.3103,0.2479,34.8492,20.6745,36.3022,1.0417,8.2954,8.1265,1.3247,0.1597,18.1029,17.7716,2.7605,0.1525,24.7258,22.3766,9.445,0.382,2277.43,2076.0722,787.3369,0.3457,3.84,3.5461,0.88,0.2292,22.0831,18.9235,5.9269,0.2684,110.72,108.6988,15.8329,0.143,7.72,7.0312,1.9498,0.2526,3650.07,3542.7031,678.3237,0.1858,1.84,0.32,5.56,0.2383,0.0415,0.7202,4.684,4.6753,0.1994,0.0426,-27.3152,0.8487,0.5143,-23.1818,-14.0473,-11.9216,2
2803,30.22,18.3538,19.2211,0.636,0.123,0.1173,0.0239,0.1945,0.0087,0.1191,0.1151,0.0187,0.1567,0.0075,68.9125,38.5196,49.3652,0.7163,9.256,6.2898,4.7116,0.509,0.7796,0.7376,0.217,0.2784,1.8912,1.8607,0.2702,0.1428,2.0544,2.0226,0.2714,0.1321,9.38,8.8858,2.2618,0.2411,35.009,20.5936,36.3804,1.0392,8.4193,8.2759,1.2398,0.1473,18.3243,18.0211,2.6507,0.1447,24.8867,22.6327,9.3307,0.3749,2366.73,2102.4666,915.0148,0.3866,3.96,3.5928,1.0947,0.2764,22.1275,18.9506,5.943,0.2686,115.0,110.5594,26.0038,0.2261,7.78,7.0866,1.9421,0.2496,3758.35,3577.1018,961.9869,0.256,2.0,0.32,5.46,0.2571,0.0411,0.7018,4.727,4.7235,0.1297,0.0274,-24.584,0.8181,0.511,-20.1132,-12.562,-10.2775,2
2804,25.44,17.7966,9.7533,0.3834,0.1214,0.1163,0.0217,0.1791,0.0082,0.1188,0.1149,0.0185,0.1554,0.0075,55.8676,37.3283,22.5235,0.4032,7.9552,6.033,2.5483,0.3203,0.7682,0.7273,0.2172,0.2828,1.8728,1.8393,0.2812,0.1502,2.0208,1.9949,0.2478,0.1226,9.44,8.9744,2.2105,0.2342,34.2168,20.1656,36.4836,1.0662,8.327,8.164,1.3049,0.1567,18.1394,17.8134,2.7406,0.1511,24.9639,22.7254,9.2932,0.3723,2232.31,2038.778,782.8956,0.3507,3.8,3.5211,0.8485,0.2233,22.1131,18.9415,5.9387,0.2686,109.2,107.4128,14.9399,0.1368,7.84,7.1429,1.9325,0.2465,3581.59,3488.8588,632.3107,0.1765,1.88,0.32,5.64,0.2398,0.0408,0.7194,4.7,4.6927,0.1833,0.039,-26.2272,0.7842,0.5027,-20.5665,-13.1849,-10.3392,2
2805,29.28,18.1967,18.1781,0.6208,0.1223,0.1168,0.0233,0.1903,0.0085,0.1188,0.1149,0.0185,0.1557,0.0075,66.4144,38.1804,46.5673,0.7012,9.0472,6.2418,4.4879,0.4961,0.7765,0.7345,0.2176,0.2802,1.8908,1.8602,0.2703,0.143,2.0448,2.0138,0.2689,0.1315,9.44,8.9744,2.2105,0.2342,34.6248,20.3131,36.4756,1.0535,8.4196,8.2762,1.2397,0.1472,18.3135,18.0095,2.6546,0.145,24.9998,22.7976,9.2586,0.3703,2328.19,2076.7113,898.6872,0.386,3.92,3.5714,1.0553,0.2692,22.1383,18.957,5.9474,0.2686,113.52,109.5294,24.6757,0.2174,7.84,7.1429,1.9325,0.2465,3703.75,3540.6623,913.4194,0.2466,2.0,0.32,5.52,0.2551,0.0408,0.7041,4.73,4.7267,0.1273,0.0269,-24.3072,0.7842,0.5048,-19.0609,-12.2706,-9.6222,2
2806,25.52,17.7043,10.3581,0.4059,0.1268,0.1207,0.0236,0.1861,0.0093,0.1187,0.1147,0.0186,0.1568,0.0075,55.6494,36.913,24.1003,0.4331,7.3589,5.7298,2.4095,0.3274,0.4314,0.2113,0.4234,0.9813,1.806,1.7661,0.3076,0.1703,2.0013,1.9702,0.2685,0.1342,8.62,8.0964,2.4608,0.2855,33.406,18.1059,37.0939,1.1104,8.3023,8.1328,1.325,0.1596,17.4959,17.1043,3.0058,0.1718,17.77,13.8525,12.3386,0.6943,2317.52,2125.4905,769.0388,0.3318,3.85,3.5524,0.8874,0.2305,22.2699,19.0314,6.0145,0.2701,97.834,92.3676,25.259,0.2582,7.02,6.5753,1.5098,0.2151,3622.97,3501.5215,718.333,0.1983,1.83,0.32,4.87,0.2607,0.0456,0.6937,4.6465,4.6378,0.201,0.0433,-29.6408,0.8628,0.5118,-25.5731,-15.1714,-13.0893,2
2807,27.28,18.4211,10.776,0.395,0.1223,0.1168,0.0234,0.191,0.0085,0.1194,0.1153,0.0189,0.1585,0.0076,58.6755,38.0084,25.0259,0.4265,8.088,6.0885,2.6194,0.3239,1.0918,1.0552,0.1764,0.1616,1.8944,1.861,0.2777,0.1466,2.0624,2.0391,0.2341,0.1135,9.84,9.1944,2.3947,0.2434,36.3008,22.598,35.6738,0.9827,8.1096,7.9252,1.3915,0.1716,18.7629,18.4647,2.5741,0.1372,17.4144,13.2668,12.5487,0.7206,2296.95,2077.9405,807.1898,0.3514,3.88,3.5714,0.9086,0.2342,22.8595,19.3619,6.3086,0.276,106.288,102.6081,20.9565,0.1972,8.24,7.2816,2.4212,0.2938,3709.59,3586.8937,721.3772,0.1945,1.8,0.32,6.12,0.2184,0.0388,0.7427,4.956,4.9314,0.3324,0.0671,-28.1344,0.9007,0.5229,-25.3413,-14.7113,-13.2508,2
2808,27.84,18.5841,11.1559,0.4007,0.1235,0.1176,0.0242,0.1957,0.0088,0.1198,0.1157,0.0192,0.1601,0.0077,60.1658,38.3945,26.0701,0.4333,8.14,6.1098,2.6477,0.3253,1.0754,1.0345,0.1883,0.1751,1.8872,1.8527,0.2818,0.1493,2.0724,2.0492,0.2327,0.1123,9.68,8.9744,2.5095,0.2592,36.882,23.1417,35.4801,0.962,8.0877,7.8999,1.403,0.1735,18.6829,18.3723,2.622,0.1403,17.6184,13.4795,12.4806,0.7084,2343.67,2119.0435,806.7174,0.3442,3.92,3.5971,0.9347,0.2384,22.7791,19.314,6.2799,0.2757,108.18,104.2247,21.5894,0.1996,8.08,7.1429,2.4318,0.301,3778.63,3644.5606,750.0034,0.1985,1.76,0.32,6.0,0.2178,0.0396,0.7426,4.922,4.8943,0.3536,0.0718,-29.2992,0.9422,0.5335,-27.6062,-15.6319,-14.7286,2
2809,21.375,15.4128,8.4193,0.3939,0.115,0.111,0.0187,0.1627,0.0068,0.1153,0.1116,0.0178,0.1546,0.0068,46.0945,31.8828,19.0581,0.4135,6.7149,4.5426,3.0917,0.4604,0.8762,0.7898,0.3108,0.3547,1.9265,1.8939,0.276,0.1433,2.0002,1.9739,0.2533,0.1266,10.625,10.1818,2.3419,0.2204,38.9857,21.6659,37.8934,0.972,8.513,8.3618,1.2687,0.149,18.2481,17.8977,2.8373,0.1555,28.8941,26.0493,10.2544,0.3549,2115.625,1936.3482,786.9401,0.372,3.5,3.2653,0.7746,0.2213,21.2056,18.0721,6.1029,0.2878,112.275,109.6479,18.4959,0.1647,7.375,6.4,2.3419,0.3175,3443.35,3401.1418,411.9956,0.1196,2.0,0.65,4.725,0.2712,0.0881,0.6407,4.775,4.7722,0.1162,0.0243,-39.33,0.8549,0.4974,-33.6229,-19.5626,-16.7239,2
2810,20.4,15.0,7.99,0.3917,0.1185,0.1136,0.0211,0.1779,0.0076,0.1144,0.1109,0.0174,0.152,0.0067,43.316,30.8254,17.7239,0.4092,5.9081,4.2145,2.6739,0.4526,0.5635,0.2216,0.5608,0.9951,1.8725,1.8303,0.3103,0.1657,1.9682,1.9383,0.2692,0.1368,10.1,9.4118,2.8618,0.2833,38.2912,19.2089,38.734,1.0116,8.5341,8.3853,1.2589,0.1475,17.6497,17.2305,3.1017,0.1757,22.6797,15.5357,15.2341,0.6717,2141.55,1967.0055,775.8556,0.3623,3.475,3.2432,0.7742,0.2228,21.2686,18.0875,6.1952,0.2913,100.605,93.9518,28.3696,0.282,6.6,5.9259,1.9079,0.2891,3408.9,3360.781,437.0327,0.1282,2.0,0.7,3.9,0.303,0.1061,0.5909,4.7462,4.7423,0.1385,0.0292,-43.4525,0.89,0.4808,-38.6748,-20.8912,-18.5941,2
2811,21.0,15.3803,7.9373,0.378,0.1196,0.1145,0.0212,0.1773,0.0078,0.1148,0.1113,0.0175,0.1525,0.0067,44.704,31.6899,17.563,0.3929,6.1851,4.5012,2.5739,0.4161,0.5017,0.2082,0.5338,1.0639,1.859,1.8166,0.3125,0.1681,1.9647,1.9345,0.2705,0.1377,9.8,9.1803,2.7495,0.2806,36.4537,18.2838,38.9797,1.0693,8.5216,8.3717,1.2638,0.1483,17.6418,17.2217,3.1052,0.176,21.2129,14.8207,14.8169,0.6985,2147.75,1974.8874,772.6886,0.3598,3.525,3.2877,0.7742,0.2196,21.5341,18.2641,6.2397,0.2898,97.215,91.4966,26.4924,0.2725,6.8,6.1538,1.833,0.2696,3388.7,3340.3314,439.9189,0.1298,2.0,0.6,4.2,0.2941,0.0882,0.6176,4.7363,4.7324,0.1378,0.0291,-40.1625,0.8146,0.4842,-32.7173,-19.4468,-15.8418,2
2812,21.4,15.6942,7.8064,0.3648,0.1197,0.1146,0.0214,0.1792,0.0078,0.1141,0.1105,0.0178,0.1558,0.0066,45.6869,32.4873,17.1733,0.3759,6.3068,4.5879,2.5383,0.4025,0.4065,0.1996,0.4316,1.0618,1.8842,1.8338,0.3371,0.1789,1.992,1.959,0.2783,0.1397,9.75,9.1082,2.8526,0.2926,30.5457,4.8487,40.0081,1.3098,8.7489,8.5606,1.3872,0.1586,17.9798,17.5368,3.1339,0.1743,217.4239,15.0082,597.7744,2.7493,2013.87,1313.7472,943.6491,0.4686,3.55,3.3103,0.773,0.2177,22.0704,18.6466,6.2537,0.2834,80.7435,2.294,32.4946,0.4024,7.0,6.4777,1.6432,0.2347,3080.1,2208.4721,949.2929,0.3082,2.0,0.65,4.35,0.2857,0.0929,0.6214,4.7562,4.7501,0.1744,0.0367,-37.145,0.7684,0.5053,-28.5432,-18.7676,-14.4215,2
2813,21.675,15.8698,7.7698,0.3585,0.1203,0.1151,0.0214,0.1781,0.0079,0.1146,0.1109,0.0178,0.1554,0.0067,46.3087,32.8712,17.0794,0.3688,6.4495,4.7718,2.4604,0.3815,0.3916,0.1945,0.4298,1.0975,1.8695,1.8209,0.3328,0.178,1.983,1.9504,0.2775,0.14,9.575,8.9888,2.7376,0.2859,30.8743,5.8824,39.8148,1.2896,8.6843,8.5038,1.3647,0.1572,17.8904,17.4513,3.1328,0.1751,167.4544,14.5387,524.9132,3.1347,2051.215,1436.3535,904.5175,0.441,3.575,3.3333,0.771,0.2157,22.1023,18.6652,6.2658,0.2835,82.7426,3.0316,29.8306,0.3605,7.075,6.5574,1.6184,0.2288,3144.625,2406.2601,858.7372,0.2731,2.0,0.575,4.5,0.2827,0.0813,0.636,4.745,4.7394,0.1661,0.035,-35.3738,0.7151,0.5023,-25.294,-17.7685,-12.7054,2
