,AN1,AN2,AND,ANd,Rc1,Rc2,RcD,Rcd,Vmc,Rm1,Rm2,RmD,Rmd,Vmm,AW1,AW2,AWD,AWd,D1,D2,DD,Dd,Eea1,Eea2,EeaD,Eead,XM1,XM2,XMD,XMd,XP1,XP2,XPD,XPd,Gp1,Gp2,GpD,Gpd,Hf1,Hf2,HfD,Hfd,I11,I12,I1D,I1d,I21,I22,I2D,I2d,LP1,LP2,LPD,LPd,Tm1,Tm2,TmD,Tmd,P1,P2,PD,Pd,Cp1,Cp2,CpD,Cpd,K1,K2,KD,Kd,VEC1,VEC2,VECD,VECd,Tb1,Tb2,TbD,Tbd,sVEC1,pVEC1,dVEC1,fs,fp,fd,W1,W2,WD,Wd,Hmix,Smix/R,Smix/kb,PHSmis,PHSmix,PHSS,Phase
0,32.9,27.8201,11.8191,0.3592,0.129,0.1278,0.0119,0.0924,0.0092,0.127,0.1259,0.0115,0.0908,0.0088,73.6959,60.0942,29.0998,0.3949,8.81,5.8602,3.5948,0.408,0.8607,0.7642,0.2988,0.3472,1.923,1.9092,0.1738,0.0904,2.079,2.0687,0.1442,0.0694,11.3,11.0368,1.9,0.1681,12.8334,2.8101,6.3957,0.4984,8.514,8.4055,1.0265,0.1206,19.61,19.5904,0.6108,0.0311,412.8861,16.5209,798.7249,1.9345,1374.836,886.6449,564.2579,0.4104,4.2,4.0541,0.7483,0.1782,25.0958,25.0613,0.9274,0.037,158.137,1.1648,161.6099,1.022,9.3,8.5271,2.1932,0.2358,2574.25,1606.7623,1024.7324,0.3981,0.9,0.6,7.8,0.0968,0.0645,0.8387,4.945,4.9392,0.168,0.034,-24.88,1.2799,0.1717,-31.8428,-4.272,-5.4676,0
1,26.841,12.3909,13.8808,0.5172,0.1447,0.1367,0.0317,0.2194,0.0145,0.14,0.1372,0.0196,0.1399,0.0122,60.0303,27.7498,31.7597,0.5291,5.7343,4.1559,2.482,0.4328,0.3467,0.3993,0.5823,1.6794,1.6809,1.6516,0.2272,0.1352,1.5422,1.5132,0.2197,0.1424,5.025,3.6851,3.0942,0.6158,15.2181,14.9129,2.0778,0.1365,7.5027,7.3681,1.0614,0.1415,15.7473,15.2706,2.8174,0.1789,32.5608,21.9776,17.2805,0.5307,1838.2465,1789.4458,289.0636,0.1572,3.962,3.5008,1.1448,0.2889,23.2683,22.5292,3.6992,0.159,116.5696,37.0502,128.8906,1.1057,5.025,3.6851,3.0942,0.6158,3710.339,3517.6116,852.26,0.2297,1.875,0.0,3.15,0.3731,0.0,0.6269,4.4593,4.406,0.4964,0.1113,-35.1966,1.4645,0.4074,-51.5438,-14.3395,-20.9996,0
2,31.7848,18.531,12.5687,0.3954,0.1484,0.1428,0.0271,0.1828,0.015,0.1439,0.1417,0.0171,0.1188,0.013,71.6048,41.2742,29.2582,0.4086,6.7545,5.1801,2.5026,0.3705,0.6346,0.7495,0.5367,0.8458,1.6603,1.6341,0.2113,0.1273,1.5841,1.5431,0.2595,0.1638,7.04,4.9048,3.9088,0.5552,14.4089,14.004,2.3893,0.1658,7.2315,7.1305,0.896,0.1239,16.7846,16.0759,3.4345,0.2046,29.3027,20.4487,16.4358,0.5609,1688.1694,1569.3326,428.4848,0.2538,4.2636,3.9295,0.9768,0.2291,24.1204,23.7342,2.5993,0.1078,196.1028,45.4835,173.5093,0.8848,6.24,4.4564,3.6197,0.5801,3638.59,3387.6954,968.5665,0.2662,1.64,0.08,4.52,0.2628,0.0128,0.7244,4.3702,4.3364,0.3901,0.0893,-28.9725,1.3524,0.2937,-39.1828,-8.51,-11.5091,0
3,32.7848,22.0542,11.2429,0.3429,0.1498,0.1452,0.0252,0.1681,0.0153,0.1445,0.1426,0.0162,0.1124,0.0131,73.7862,48.9734,26.4039,0.3578,7.0389,5.6854,2.3269,0.3306,0.704,0.6913,0.4962,0.7048,1.6539,1.6295,0.2029,0.1227,1.5973,1.5537,0.2668,0.167,7.4,5.3328,3.8419,0.5192,14.4429,14.046,2.3635,0.1636,7.1677,7.0858,0.7961,0.1111,16.8678,16.1343,3.4928,0.2071,29.1461,20.1051,16.5819,0.5689,1680.0742,1559.9771,432.7178,0.2576,4.3436,4.0902,0.8634,0.1988,24.4403,24.1912,2.0737,0.0848,204.1428,45.6918,178.0998,0.8724,6.6,4.807,3.6277,0.5496,3642.31,3393.1958,965.2895,0.265,1.6,0.08,4.92,0.2424,0.0121,0.7455,4.355,4.3245,0.369,0.0847,-27.5668,1.2996,0.2627,-35.8267,-7.2425,-9.4126,0
4,34.4,30.9415,8.681,0.2524,0.1525,0.1492,0.0222,0.1457,0.0158,0.1458,0.1443,0.0149,0.1025,0.0134,77.2581,68.0938,21.0894,0.273,7.4088,6.6191,1.9433,0.2623,0.7887,0.607,0.4018,0.5095,1.636,1.615,0.1868,0.1142,1.606,1.5591,0.2763,0.172,7.76,6.0054,3.6582,0.4714,14.754,14.3458,2.3762,0.1611,7.0472,6.9963,0.5966,0.0847,16.761,16.0216,3.5198,0.21,29.5484,19.931,16.8691,0.5709,1698.5964,1575.1568,435.6687,0.2565,4.48,4.3732,0.64,0.1429,25.0004,24.9896,0.519,0.0208,196.124,43.6521,181.066,0.9232,6.96,5.3467,3.5155,0.5051,3700.31,3454.8986,952.287,0.2574,1.6,0.08,5.28,0.2299,0.0115,0.7586,4.3364,4.3069,0.3636,0.0838,-27.6096,1.2498,0.2185,-34.5064,-6.0314,-7.5381,0
5,34.78,31.2355,8.7665,0.2521,0.1529,0.1498,0.0218,0.1422,0.0159,0.1462,0.1447,0.0146,0.0999,0.0135,78.3097,68.9333,21.2282,0.2711,7.472,6.6453,2.0379,0.2727,0.7784,0.6007,0.4012,0.5154,1.6368,1.6156,0.1877,0.1147,1.6116,1.5623,0.2853,0.177,7.78,6.0119,3.6731,0.4721,14.6682,14.2681,2.3588,0.1608,7.0629,7.0084,0.6198,0.0877,16.8277,16.069,3.5626,0.2117,29.6631,20.2239,16.7544,0.5648,1693.1868,1568.9179,438.6359,0.2591,4.5,4.3924,0.6403,0.1423,24.966,24.956,0.4979,0.0199,201.952,43.8677,182.907,0.9057,6.98,5.3519,3.5355,0.5065,3694.29,3446.7992,956.8274,0.259,1.54,0.08,5.36,0.2206,0.0115,0.7679,4.3244,4.2978,0.3421,0.0791,-29.0528,1.2015,0.2075,-34.9057,-6.0287,-7.2432,0
6,23.923,16.5009,17.3872,0.7268,0.1453,0.1434,0.0183,0.1259,0.0135,0.1539,0.1521,0.0161,0.1048,0.0158,53.4304,34.0187,43.6967,0.8178,4.6491,2.5792,3.5655,0.7669,0.1462,-2.2287,0.7335,5.0176,1.6866,1.6733,0.1418,0.0841,1.4739,1.4274,0.282,0.1913,4.765,2.7702,4.0447,0.8488,10.1674,9.9221,1.6927,0.1665,7.4951,7.4595,0.4746,0.0633,16.3429,15.8716,2.8756,0.176,133.065,36.3493,88.2023,0.6629,1116.0755,1068.3423,246.2907,0.2207,3.691,3.4829,1.0028,0.2717,26.1402,25.7272,3.8353,0.1467,214.129,67.0404,132.7071,0.6198,4.765,2.7702,4.0447,0.8488,2011.12,1737.9717,822.4222,0.4089,1.705,0.0,3.06,0.3578,0.0,0.6422,4.1212,4.0472,0.5713,0.1386,-7.7146,1.0687,0.2287,-8.2444,-1.7645,-1.8857,0
7,35.08,31.2036,10.1031,0.288,0.1528,0.1496,0.0219,0.1431,0.0159,0.1459,0.1444,0.0147,0.1009,0.0134,79.1975,68.8402,25.2149,0.3184,7.5468,6.6897,2.1078,0.2793,0.7868,0.5843,0.4111,0.5225,1.637,1.6157,0.1883,0.115,1.605,1.558,0.2765,0.1722,7.8,6.0185,3.6878,0.4728,14.7204,14.2592,2.6657,0.1811,7.0545,7.0033,0.5982,0.0848,16.8812,16.1275,3.55,0.2103,29.5509,20.0579,16.7827,0.5679,1691.3412,1563.101,451.352,0.2669,4.5,4.386,0.6708,0.1491,24.9426,24.9329,0.4908,0.0197,208.542,44.3347,184.019,0.8824,7.0,5.3571,3.5553,0.5079,3690.15,3438.4536,966.6875,0.262,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.3086,4.2803,0.3487,0.0809,-25.4656,1.2074,0.212,-30.746,-5.3989,-6.5184,0
8,34.42,30.9651,8.6674,0.2518,0.1526,0.1494,0.022,0.1444,0.0158,0.1459,0.1444,0.0149,0.1018,0.0134,77.3552,68.2147,21.0147,0.2717,7.41,6.6198,1.9442,0.2624,0.7903,0.6074,0.4034,0.5105,1.6366,1.6154,0.1875,0.1146,1.6058,1.5589,0.276,0.1719,7.78,6.0119,3.6731,0.4721,14.6656,14.2664,2.3556,0.1606,7.0489,6.9977,0.5984,0.0849,16.8035,16.0513,3.5492,0.2112,29.57,19.9981,16.8458,0.5697,1691.1888,1567.3627,438.2443,0.2591,4.48,4.3732,0.64,0.1429,24.9678,24.9577,0.5017,0.0201,202.33,43.9796,182.657,0.9028,6.98,5.3519,3.5355,0.5065,3693.29,3445.6474,957.3317,0.2592,1.58,0.08,5.32,0.2264,0.0115,0.7622,4.3274,4.3,0.3486,0.0806,-26.656,1.2015,0.2158,-32.0261,-5.7524,-6.9113,0
9,34.38,30.918,8.6946,0.2529,0.1523,0.149,0.0224,0.147,0.0158,0.1458,0.1442,0.015,0.1031,0.0134,77.161,67.9734,21.1633,0.2743,7.4076,6.6185,1.9424,0.2622,0.7871,0.6066,0.4002,0.5084,1.6354,1.6145,0.1862,0.1139,1.6062,1.5592,0.2765,0.1721,7.74,5.9988,3.6431,0.4707,14.8424,14.426,2.3933,0.1612,7.0455,6.9949,0.5947,0.0844,16.7185,15.9921,3.4896,0.2087,29.5269,19.8643,16.8924,0.5721,1706.004,1583.0287,432.951,0.2538,4.48,4.3732,0.64,0.1429,25.033,25.0216,0.5338,0.0213,189.918,43.3293,179.2461,0.9438,6.94,5.3415,3.4952,0.5036,3707.33,3464.1997,947.1633,0.2555,1.62,0.08,5.24,0.2334,0.0115,0.755,4.3454,4.3138,0.3778,0.0869,-28.576,1.2864,0.2211,-36.7607,-6.3183,-8.1279,0
10,32.6,27.5371,11.9264,0.3658,0.1266,0.1254,0.0119,0.0938,0.0087,0.126,0.1249,0.0116,0.0917,0.0086,72.2401,58.717,29.6866,0.4109,8.792,5.8524,3.5941,0.4088,0.837,0.7546,0.2699,0.3224,1.914,1.8995,0.1781,0.093,2.082,2.0723,0.1405,0.0675,11.0,10.7143,2.0,0.1818,14.1594,2.8568,6.7515,0.4768,8.4882,8.3748,1.0469,0.1233,18.9729,18.9489,0.6714,0.0354,412.5624,15.859,798.8875,1.9364,1485.95,925.5036,586.0055,0.3944,4.2,4.0541,0.7483,0.1782,25.5848,25.5528,0.8813,0.0344,65.047,1.1614,33.4902,0.5149,9.0,8.3333,2.0,0.2222,2679.55,1637.4314,1063.4351,0.3969,1.2,0.6,7.2,0.1333,0.0667,0.8,5.08,5.0791,0.0678,0.0134,-22.72,1.0549,0.1751,-23.9678,-3.9791,-4.1976,0
11,35.12,31.4861,8.8649,0.2524,0.1531,0.15,0.0216,0.1414,0.0159,0.1464,0.1449,0.0144,0.0985,0.0135,79.1672,69.5411,21.479,0.2713,7.5328,6.6704,2.1249,0.2821,0.7649,0.5938,0.3969,0.5189,1.6364,1.6153,0.1873,0.1144,1.6176,1.5658,0.2943,0.1819,7.76,6.0054,3.6582,0.4714,14.7592,14.3492,2.3823,0.1614,7.0751,7.0178,0.6385,0.0902,16.8095,16.0571,3.5471,0.211,29.7346,20.3846,16.6858,0.5612,1702.5924,1578.3014,436.379,0.2563,4.52,4.4118,0.64,0.1416,24.9968,24.9863,0.5118,0.0205,195.368,43.432,181.5434,0.9292,6.96,5.3467,3.5155,0.5051,3702.31,3457.2155,951.257,0.2569,1.52,0.08,5.36,0.2184,0.0115,0.7701,4.3304,4.3026,0.3511,0.0811,-32.3456,1.2498,0.2018,-40.4254,-6.5282,-8.159,0
12,26.86,22.4763,10.3034,0.3836,0.1564,0.1503,0.0307,0.1961,0.0179,0.157,0.154,0.0214,0.136,0.0171,59.2355,48.0917,24.6458,0.4161,4.6312,3.8634,2.248,0.4854,0.4339,0.3302,0.2746,0.6328,1.4742,1.4588,0.162,0.1099,1.4766,1.4352,0.2564,0.1737,6.7,4.4201,4.337,0.6473,12.8796,12.5146,2.3102,0.1794,6.5393,6.4827,0.642,0.0982,15.0066,14.4579,2.9472,0.1964,40.7445,26.3556,22.4913,0.552,1584.1868,1466.5642,366.4594,0.2313,4.12,3.9683,0.7652,0.1857,25.5508,25.5165,0.9301,0.0364,85.302,27.2452,90.4611,1.0605,4.3,3.4749,2.6096,0.6069,3229.87,3198.338,317.75,0.0984,2.0,0.24,2.06,0.4651,0.0558,0.4791,3.8066,3.6867,0.7029,0.1847,-37.2288,1.4927,0.3851,-55.5717,-14.3375,-21.4017,0
13,26.76,22.4097,10.2967,0.3848,0.1566,0.1506,0.0305,0.1946,0.0179,0.1571,0.1541,0.0213,0.1355,0.0171,59.2595,48.1077,24.6454,0.4159,4.6272,3.8627,2.2405,0.4842,0.3844,0.3233,0.1608,0.4182,1.4692,1.4555,0.1517,0.1033,1.4736,1.4335,0.2515,0.1706,6.6,4.3985,4.2708,0.6471,12.7516,12.4441,2.0759,0.1628,6.5634,6.4996,0.6859,0.1045,14.8977,14.385,2.8468,0.1911,41.8497,30.0706,21.2285,0.5073,1588.1868,1469.3852,368.223,0.2319,4.12,3.9683,0.7652,0.1857,25.4248,25.3903,0.9366,0.0368,86.232,27.3216,90.5596,1.0502,4.2,3.4615,2.4,0.5714,3231.27,3199.7432,317.5851,0.0983,2.0,0.24,1.96,0.4762,0.0571,0.4667,3.7616,3.6616,0.6256,0.1663,-34.9248,1.3541,0.3822,-47.2909,-13.3468,-18.0726,0
14,34.44,30.9888,8.6537,0.2513,0.1528,0.1496,0.0219,0.1431,0.0159,0.146,0.1444,0.0148,0.1012,0.0134,77.4522,68.336,20.9394,0.2704,7.4112,6.6205,1.9452,0.2625,0.7919,0.6078,0.405,0.5114,1.6372,1.6159,0.1881,0.1149,1.6056,1.5588,0.2758,0.1718,7.8,6.0185,3.6878,0.4728,14.5772,14.1879,2.3315,0.1599,7.0506,6.9991,0.6002,0.0851,16.8459,16.081,3.5779,0.2124,29.5916,20.0657,16.8224,0.5685,1683.7812,1559.6454,440.6805,0.2617,4.48,4.3732,0.64,0.1429,24.9352,24.9258,0.4816,0.0193,208.536,44.3122,184.0251,0.8825,7.0,5.3571,3.5553,0.5079,3686.27,3436.4455,962.2988,0.261,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.3184,4.2931,0.3327,0.077,-25.7152,1.1242,0.2131,-28.9094,-5.481,-6.1619,0
15,35.44,31.4137,10.6304,0.3,0.1529,0.1497,0.0218,0.1426,0.0159,0.1463,0.1448,0.0145,0.0994,0.0135,80.1207,69.3463,26.7051,0.3333,7.618,6.6733,2.5534,0.3352,0.8133,0.6106,0.4535,0.5576,1.6468,1.6217,0.2097,0.1274,1.6184,1.5653,0.3027,0.1871,7.8,6.0185,3.6878,0.4728,14.5672,14.1756,2.3391,0.1606,7.0806,7.0198,0.667,0.0942,16.8505,16.0838,3.5824,0.2126,29.7171,20.3029,16.7128,0.5624,1683.3724,1559.098,440.9921,0.262,4.52,4.4053,0.6705,0.1483,24.9548,24.9454,0.4809,0.0193,206.856,44.2862,182.6386,0.8829,7.0,5.3571,3.5553,0.5079,3692.15,3444.2904,957.9687,0.2595,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.3308,4.3023,0.3573,0.0825,-28.104,1.2015,0.2057,-33.7658,-5.7817,-6.9465,0
16,36.44,31.8504,12.2117,0.3351,0.153,0.1498,0.0217,0.142,0.0159,0.1466,0.1452,0.0143,0.0976,0.0136,82.7892,70.3869,31.2029,0.3769,7.8248,6.727,3.0283,0.387,0.8348,0.6134,0.4963,0.5946,1.6564,1.6276,0.2289,0.1382,1.6312,1.5718,0.3269,0.2004,7.8,6.0185,3.6878,0.4728,14.5572,14.1634,2.3466,0.1612,7.1106,7.0406,0.7264,0.1022,16.8551,16.0867,3.587,0.2128,29.8425,20.5459,16.6015,0.5563,1682.9636,1558.5509,441.3031,0.2622,4.56,4.4379,0.6974,0.1529,24.9743,24.965,0.4795,0.0192,205.176,44.2603,181.2259,0.8833,7.0,5.3571,3.5553,0.5079,3698.03,3452.1711,953.5826,0.2579,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.3432,4.3115,0.38,0.0875,-30.464,1.2498,0.1982,-38.0738,-6.0369,-7.5449,0
17,34.22,30.8077,8.6494,0.2528,0.1519,0.1488,0.0218,0.1436,0.0156,0.1453,0.1438,0.0148,0.1021,0.0133,76.8986,67.8929,20.9338,0.2722,7.46,6.6573,1.9528,0.2618,0.8079,0.6191,0.4064,0.503,1.6444,1.6227,0.1892,0.1151,1.617,1.5698,0.276,0.1707,7.94,6.136,3.6737,0.4627,14.5002,14.118,2.3171,0.1598,7.0725,7.0201,0.6045,0.0855,16.9885,16.2202,3.5703,0.2102,28.8891,19.5712,16.8142,0.582,1668.3736,1546.7818,438.3358,0.2627,4.46,4.3541,0.6391,0.1433,24.9168,24.9074,0.4826,0.0194,216.102,46.0067,184.0058,0.8515,7.14,5.45,3.5722,0.5003,3649.33,3403.8948,958.805,0.2627,1.54,0.08,5.52,0.2157,0.0112,0.7731,4.3324,4.3069,0.3337,0.077,-25.4832,1.129,0.2171,-28.7706,-5.5323,-6.246,0
18,35.72,31.4215,11.3332,0.3173,0.1528,0.1496,0.0219,0.1431,0.0159,0.1459,0.1444,0.0147,0.1007,0.0134,80.9428,69.3519,28.7582,0.3553,7.6824,6.7604,2.2507,0.293,0.7817,0.5625,0.417,0.5334,1.6368,1.6154,0.1884,0.1151,1.6044,1.5571,0.2771,0.1727,7.8,6.0185,3.6878,0.4728,14.8636,14.3311,2.9555,0.1988,7.0583,7.0074,0.5961,0.0845,16.9164,16.1743,3.5215,0.2082,29.5102,20.0502,16.7427,0.5674,1698.9012,1566.572,461.6533,0.2717,4.52,4.3988,0.6997,0.1548,24.95,24.9399,0.4997,0.02,208.548,44.3573,184.013,0.8824,7.0,5.3571,3.5553,0.5079,3694.03,3440.464,971.0408,0.2629,1.56,0.08,5.36,0.2229,0.0114,0.7657,4.2988,4.2676,0.3638,0.0846,-25.216,1.2619,0.2109,-31.82,-5.3172,-6.7098,0
19,44.3894,33.5527,17.1139,0.3855,0.1766,0.1667,0.0391,0.2214,0.0263,0.1673,0.1625,0.0268,0.1602,0.0211,105.7121,74.6,44.4819,0.4208,6.3693,5.5813,1.9303,0.3031,0.6672,0.5946,0.2746,0.4116,1.4482,1.4216,0.213,0.1471,1.3636,1.2872,0.3477,0.255,6.17,4.1542,4.1426,0.6714,8.8238,7.6965,3.6725,0.4162,6.15,6.0376,0.8974,0.1459,14.1229,13.1551,3.9839,0.2821,97.8737,32.5552,64.8294,0.6624,1232.4794,1202.4448,204.7917,0.1662,5.1233,4.7885,1.1754,0.2294,26.183,26.1218,1.2446,0.0475,107.8774,20.8711,142.4924,1.3209,4.77,3.6151,3.1744,0.6655,3414.85,3354.6957,430.3377,0.126,1.86,0.14,2.77,0.3899,0.0294,0.5807,3.8437,3.7599,0.601,0.1564,-27.3128,1.2095,0.5344,-33.0346,-14.5965,-17.6543,0
20,35.46,31.7408,8.9492,0.2524,0.1532,0.1501,0.0215,0.1405,0.016,0.1466,0.1451,0.0142,0.0971,0.0136,80.0246,70.1597,21.693,0.2711,7.5936,6.6957,2.2068,0.2906,0.7514,0.587,0.3921,0.5218,1.636,1.615,0.1868,0.1142,1.6236,1.5693,0.3029,0.1866,7.74,5.9988,3.6431,0.4707,14.8502,14.4313,2.402,0.1618,7.0873,7.0271,0.6564,0.0926,16.7913,16.0451,3.5314,0.2103,29.8061,20.5479,16.6166,0.5575,1711.998,1587.7977,433.9066,0.2535,4.54,4.4313,0.6391,0.1408,25.0276,25.0166,0.5236,0.0209,188.784,43.0048,179.9287,0.9531,6.94,5.3415,3.4952,0.5036,3710.33,3467.6949,945.5857,0.2549,1.5,0.08,5.36,0.2161,0.0115,0.7723,4.3364,4.3073,0.3598,0.083,-35.5936,1.2864,0.1961,-45.7883,-6.9801,-8.9793,0
21,34.2848,30.8529,8.6774,0.2531,0.152,0.1489,0.0218,0.1434,0.0156,0.1454,0.1438,0.0148,0.1018,0.0133,77.0582,68.0004,21.0003,0.2725,7.4655,6.6599,1.9592,0.2624,0.8082,0.6191,0.4067,0.5032,1.6443,1.6227,0.1892,0.115,1.6171,1.5699,0.2761,0.1707,7.94,6.136,3.6737,0.4627,14.4939,14.1095,2.3234,0.1603,7.0719,7.0196,0.604,0.0854,16.9927,16.2228,3.5748,0.2104,28.9111,19.6109,16.7959,0.5809,1667.9314,1546.1511,438.7107,0.263,4.4636,4.3576,0.6393,0.1432,24.9201,24.9107,0.4824,0.0194,216.2028,46.0079,184.1147,0.8516,7.14,5.45,3.5722,0.5003,3647.89,3401.4798,960.3259,0.2633,1.54,0.08,5.52,0.2157,0.0112,0.7731,4.3322,4.3067,0.3335,0.077,-25.4582,1.1345,0.2158,-28.8827,-5.4946,-6.2337,0
22,32.2275,26.726,10.8814,0.3376,0.1519,0.1477,0.0247,0.1625,0.0158,0.148,0.1466,0.0142,0.0963,0.014,72.4003,58.1243,26.0417,0.3597,6.5537,5.494,2.2106,0.3373,0.5583,0.4978,0.2506,0.4489,1.5545,1.5392,0.1594,0.1025,1.5448,1.5087,0.2443,0.1581,7.3425,5.7073,3.7075,0.5049,15.1413,14.6356,2.5235,0.1667,6.8468,6.7862,0.6565,0.0959,15.7368,15.2481,2.8709,0.1824,33.3014,26.2277,14.5016,0.4355,1751.5068,1582.3062,471.1963,0.269,4.3825,4.2157,0.785,0.1791,24.9909,24.9821,0.466,0.0186,116.3882,38.5292,127.0245,1.0914,5.4425,4.4656,2.7635,0.5078,3841.3875,3619.2446,896.4437,0.2334,1.9025,0.19,3.35,0.3496,0.0349,0.6155,4.2344,4.2145,0.298,0.0704,-40.1009,1.2648,0.1929,-50.7184,-7.7339,-9.7816,0
23,31.9165,26.4855,10.78,0.3378,0.152,0.1478,0.0249,0.1639,0.0159,0.1481,0.1466,0.0144,0.0972,0.014,71.6535,57.5654,25.7954,0.36,6.4706,5.4394,2.1575,0.3334,0.5426,0.4914,0.2285,0.421,1.5487,1.534,0.1559,0.1007,1.5367,1.5018,0.2403,0.1564,7.2655,5.65,3.7077,0.5103,15.2222,14.7272,2.4869,0.1634,6.8314,6.7713,0.6547,0.0958,15.6165,15.1559,2.7772,0.1778,33.6234,26.4823,14.4808,0.4307,1762.3821,1591.7323,470.0681,0.2667,4.3695,4.2018,0.788,0.1803,24.9833,24.9745,0.4679,0.0187,109.8069,37.8048,119.8925,1.0918,5.3255,4.4105,2.6709,0.5015,3870.9925,3656.6775,882.0552,0.2279,1.9215,0.194,3.21,0.3608,0.0364,0.6028,4.2258,4.2063,0.2952,0.0698,-41.1619,1.2234,0.1965,-50.3592,-8.087,-9.894,0
24,24.01,15.277,11.063,0.4608,0.1256,0.1184,0.0267,0.2125,0.0094,0.1176,0.1127,0.0218,0.1856,0.0075,52.4825,32.1154,25.4662,0.4852,6.9072,5.1814,2.6207,0.3794,0.5273,0.2783,0.3929,0.7452,1.7868,1.7447,0.3115,0.1743,1.9626,1.9191,0.3,0.1529,8.59,7.7305,2.8778,0.335,34.5963,19.4114,35.9566,1.0393,8.1109,7.9089,1.414,0.1743,17.9805,17.435,3.4739,0.1932,23.6296,15.4466,20.982,0.888,2349.23,2178.6505,721.4057,0.3071,3.74,3.3956,0.9656,0.2582,21.372,18.1237,6.308,0.2952,94.571,77.0691,30.3708,0.3211,6.49,5.83,1.8303,0.282,3607.55,3486.1502,707.6859,0.1962,1.71,0.36,4.42,0.2635,0.0555,0.681,4.5945,4.5704,0.3011,0.0655,-33.3452,1.6431,0.717,-54.7908,-23.9087,-39.2853,0
25,44.3,33.4613,17.1642,0.3875,0.1764,0.1665,0.0393,0.2228,0.0263,0.1672,0.1624,0.027,0.1613,0.0211,105.4712,74.3412,44.6415,0.4233,6.3626,5.579,1.9193,0.3016,0.6604,0.5919,0.2665,0.4035,1.4472,1.421,0.2112,0.1459,1.3634,1.2871,0.3474,0.2548,6.14,4.1492,4.1134,0.6699,8.9052,7.7191,3.8017,0.4269,6.1512,6.0383,0.8996,0.1463,14.0657,13.1276,3.9123,0.2781,97.9424,32.7747,64.745,0.6611,1240.6924,1207.57,216.6479,0.1746,5.12,4.7847,1.1771,0.2299,26.2,26.1401,1.2307,0.047,101.672,20.8012,135.9925,1.3376,4.74,3.6113,3.1229,0.6588,3423.33,3365.7843,421.0976,0.123,1.88,0.14,2.72,0.3966,0.0295,0.5738,3.8484,3.7627,0.6093,0.1583,-27.496,1.2177,0.5413,-33.4832,-14.8835,-18.1244,0
26,44.4806,33.6461,17.0623,0.3836,0.1767,0.1671,0.0389,0.2199,0.0264,0.1674,0.1627,0.0267,0.1592,0.0211,105.9575,74.8643,44.3184,0.4183,6.3761,5.5837,1.9415,0.3045,0.6739,0.5973,0.2823,0.4189,1.4493,1.4223,0.2148,0.1482,1.3638,1.2873,0.348,0.2552,6.2,4.1593,4.1713,0.6728,8.7423,7.6739,3.5367,0.4045,6.1488,6.0369,0.8952,0.1456,14.1802,13.1827,4.0536,0.2859,97.8056,32.3417,64.9129,0.6637,1224.2542,1197.3525,191.8496,0.1567,5.1267,4.7924,1.1736,0.2289,26.1661,26.1036,1.2579,0.0481,114.0856,20.9414,148.4549,1.3013,4.8,3.619,3.2249,0.6719,3406.33,3343.6152,439.2901,0.129,1.84,0.14,2.82,0.3833,0.0292,0.5875,3.839,3.7571,0.5925,0.1543,-27.153,1.1945,0.5275,-32.4344,-14.3219,-17.1076,0
27,44.6594,33.8315,16.9585,0.3797,0.1771,0.1677,0.0384,0.217,0.0264,0.1677,0.1631,0.0263,0.1571,0.0212,106.4393,75.391,43.9896,0.4133,6.3895,5.5883,1.963,0.3072,0.6874,0.6029,0.2967,0.4316,1.4513,1.4235,0.2183,0.1504,1.3642,1.2875,0.3486,0.2555,6.26,4.1694,4.2276,0.6753,8.5795,7.6292,3.2422,0.3779,6.1464,6.0355,0.8907,0.1449,14.2946,13.2383,4.1868,0.2929,97.6682,31.9171,65.0808,0.6663,1207.8282,1187.3168,161.6723,0.1339,5.1333,4.8,1.17,0.2279,26.1321,26.0671,1.2838,0.0491,126.4964,21.0835,158.9778,1.2568,4.86,3.6266,3.3227,0.6837,3389.37,3321.8002,456.0593,0.1346,1.8,0.14,2.92,0.3704,0.0288,0.6008,3.8296,3.7516,0.5751,0.1502,-26.8941,1.1401,0.5137,-30.661,-13.8152,-15.7502,0
28,34.85,31.6204,7.983,0.2291,0.1583,0.1546,0.0229,0.1446,0.0176,0.1498,0.1481,0.0149,0.0997,0.0145,78.3091,69.6249,19.5608,0.2498,6.8985,6.3196,1.5998,0.2319,0.6461,0.5259,0.3462,0.5358,1.577,1.5612,0.1646,0.1044,1.5088,1.4711,0.2538,0.1682,6.5,5.1499,3.4641,0.5329,15.825,15.4927,2.0666,0.1306,6.8771,6.8376,0.5313,0.0773,15.3359,14.8163,3.0144,0.1966,34.9417,23.591,16.4783,0.4716,1863.7325,1746.6391,396.2169,0.2126,4.575,4.4693,0.628,0.1373,25.183,25.1722,0.5178,0.0206,111.775,32.7979,144.9717,1.297,5.75,4.6858,3.0311,0.5271,4067.575,3864.0309,843.2101,0.2073,1.825,0.075,3.85,0.3174,0.013,0.6696,4.2518,4.2185,0.3966,0.0933,-32.2175,1.0096,0.2071,-32.5254,-6.6708,-6.7346,0
